title,company,location,skills,job_desc,skills_list,skills_cleaned
Bi Developer,Salesforce,Chicago,"['Tableau', 'SQL', 'ETL']","We are looking for a BI Developer with experience in SQL, ETL, Tableau.","['etl', 'sql', 'tableau']","etl, sql, tableau"
Machine Learning Engineer,Salesforce,Miami,"['Python', 'TensorFlow', 'PyTorch', 'AWS', 'Machine Learning']","We are looking for a Machine Learning Engineer with experience in TensorFlow, PyTorch, Machine Learning.","['aws', 'machine learning', 'python', 'pytorch', 'tensorflow']","aws, machine learning, python, pytorch, tensorflow"
Data Engineer,Google,Los Angeles,"['Python', 'SQL', 'Airflow', 'AWS']","We are looking for a Data Engineer with experience in Airflow, AWS, SQL.","['airflow', 'aws', 'python', 'sql']","airflow, aws, python, sql"
Ai Engineer,Google,San Francisco,"['AWS', 'Python']","We are looking for a AI Engineer with experience in AWS, Python.","['aws', 'python']","aws, python"
Data Analyst,Amazon,Los Angeles,"['Power BI', 'Excel', 'Tableau']","We are looking for a Data Analyst with experience in Tableau, Power BI, Excel.","['excel', 'power bi', 'tableau']","excel, power bi, tableau"
Ai Engineer,Salesforce,Chicago,"['PyTorch', 'NLP', 'Deep Learning']","We are looking for a AI Engineer with experience in Deep Learning, NLP, PyTorch.","['deep learning', 'nlp', 'pytorch']","deep learning, nlp, pytorch"
Ai Engineer,Facebook,Miami,"['Python', 'PyTorch', 'AWS', 'NLP']","We are looking for a AI Engineer with experience in Python, AWS, PyTorch.","['aws', 'nlp', 'python', 'pytorch']","aws, nlp, python, pytorch"
Machine Learning Engineer,Facebook,New York,"['AWS', 'PyTorch', 'Python', 'Machine Learning', 'TensorFlow']","We are looking for a Machine Learning Engineer with experience in Machine Learning, PyTorch, AWS.","['aws', 'machine learning', 'python', 'pytorch', 'tensorflow']","aws, machine learning, python, pytorch, tensorflow"
Bi Developer,Amazon,Austin,"['Data Warehousing', 'ETL']","We are looking for a BI Developer with experience in ETL, Data Warehousing.","['data warehousing', 'etl']","data warehousing, etl"
Business Analyst,Google,Miami,"['SQL', 'Power BI', 'Project Management', 'Excel']","We are looking for a Business Analyst with experience in Power BI, Excel, Project Management.","['excel', 'power bi', 'project management', 'sql']","excel, power bi, project management, sql"
Analytics Consultant,Deloitte,Boston,"['SQL', 'Python', 'Power BI']","We are looking for a Analytics Consultant with experience in Power BI, SQL, Python.","['power bi', 'python', 'sql']","power bi, python, sql"
Data Analyst,Google,Chicago,"['Power BI', 'Excel', 'Tableau', 'Python']","We are looking for a Data Analyst with experience in Excel, Python, Tableau.","['excel', 'power bi', 'python', 'tableau']","excel, power bi, python, tableau"
Analytics Consultant,Google,Los Angeles,"['Python', 'Power BI', 'SQL', 'Client Communication']","We are looking for a Analytics Consultant with experience in Power BI, Python, Client Communication.","['client communication', 'power bi', 'python', 'sql']","client communication, power bi, python, sql"
Machine Learning Engineer,Facebook,Los Angeles,"['PyTorch', 'TensorFlow', 'AWS']","We are looking for a Machine Learning Engineer with experience in TensorFlow, PyTorch, AWS.","['aws', 'pytorch', 'tensorflow']","aws, pytorch, tensorflow"
Business Analyst,Salesforce,Austin,"['Excel', 'SQL', 'Business Analysis', 'Project Management']","We are looking for a Business Analyst with experience in Excel, Business Analysis, Project Management.","['business analysis', 'excel', 'project management', 'sql']","business analysis, excel, project management, sql"
Business Analyst,Uber,Miami,"['Excel', 'Project Management']","We are looking for a Business Analyst with experience in Project Management, Excel.","['excel', 'project management']","excel, project management"
Analytics Consultant,Google,Atlanta,"['SQL', 'Client Communication', 'Excel']","We are looking for a Analytics Consultant with experience in Excel, SQL, Client Communication.","['client communication', 'excel', 'sql']","client communication, excel, sql"
Bi Developer,Accenture,Chicago,"['Data Warehousing', 'Tableau']","We are looking for a BI Developer with experience in Tableau, Data Warehousing.","['data warehousing', 'tableau']","data warehousing, tableau"
Data Engineer,Salesforce,Chicago,"['Airflow', 'Spark', 'SQL']","We are looking for a Data Engineer with experience in SQL, Spark, Airflow.","['airflow', 'spark', 'sql']","airflow, spark, sql"
Business Analyst,Ibm,Denver,"['Business Analysis', 'Project Management', 'Power BI', 'SQL']","We are looking for a Business Analyst with experience in Business Analysis, Project Management, Power BI.","['business analysis', 'power bi', 'project management', 'sql']","business analysis, power bi, project management, sql"
Machine Learning Engineer,Salesforce,Seattle,"['PyTorch', 'TensorFlow']","We are looking for a Machine Learning Engineer with experience in PyTorch, TensorFlow.","['pytorch', 'tensorflow']","pytorch, tensorflow"
Bi Developer,Amazon,Los Angeles,"['ETL', 'Power BI', 'SQL', 'Data Warehousing']","We are looking for a BI Developer with experience in SQL, Power BI, ETL.","['data warehousing', 'etl', 'power bi', 'sql']","data warehousing, etl, power bi, sql"
Analytics Consultant,Salesforce,Atlanta,"['Python', 'Client Communication', 'Power BI', 'Excel', 'SQL']","We are looking for a Analytics Consultant with experience in Power BI, Excel, Client Communication.","['client communication', 'excel', 'power bi', 'python', 'sql']","client communication, excel, power bi, python, sql"
Ai Engineer,Ey,Austin,"['PyTorch', 'AWS', 'Deep Learning', 'NLP', 'Python']","We are looking for a AI Engineer with experience in AWS, PyTorch, NLP.","['aws', 'deep learning', 'nlp', 'python', 'pytorch']","aws, deep learning, nlp, python, pytorch"
Bi Developer,Google,Denver,"['Tableau', 'ETL', 'Data Warehousing', 'Power BI']","We are looking for a BI Developer with experience in ETL, Data Warehousing, Power BI.","['data warehousing', 'etl', 'power bi', 'tableau']","data warehousing, etl, power bi, tableau"
Machine Learning Engineer,Ibm,New York,"['TensorFlow', 'AWS', 'Machine Learning', 'Python', 'PyTorch']","We are looking for a Machine Learning Engineer with experience in AWS, Machine Learning, PyTorch.","['aws', 'machine learning', 'python', 'pytorch', 'tensorflow']","aws, machine learning, python, pytorch, tensorflow"
Data Scientist,Uber,Denver,"['Machine Learning', 'Statistics']","We are looking for a Data Scientist with experience in Statistics, Machine Learning.","['machine learning', 'statistics']","machine learning, statistics"
Machine Learning Engineer,Ibm,Boston,"['PyTorch', 'Machine Learning', 'TensorFlow', 'Python', 'AWS']","We are looking for a Machine Learning Engineer with experience in Python, AWS, Machine Learning.","['aws', 'machine learning', 'python', 'pytorch', 'tensorflow']","aws, machine learning, python, pytorch, tensorflow"
Analytics Consultant,Ibm,Chicago,"['Client Communication', 'Excel']","We are looking for a Analytics Consultant with experience in Client Communication, Excel.","['client communication', 'excel']","client communication, excel"
Machine Learning Engineer,Accenture,Miami,"['Machine Learning', 'TensorFlow']","We are looking for a Machine Learning Engineer with experience in TensorFlow, Machine Learning.","['machine learning', 'tensorflow']","machine learning, tensorflow"
Ai Engineer,Uber,Seattle,"['AWS', 'Python']","We are looking for a AI Engineer with experience in AWS, Python.","['aws', 'python']","aws, python"
Business Analyst,Facebook,Miami,"['Power BI', 'Excel', 'Business Analysis', 'Project Management', 'SQL']","We are looking for a Business Analyst with experience in Excel, Power BI, SQL.","['business analysis', 'excel', 'power bi', 'project management', 'sql']","business analysis, excel, power bi, project management, sql"
Bi Developer,Google,New York,"['Power BI', 'Tableau']","We are looking for a BI Developer with experience in Tableau, Power BI.","['power bi', 'tableau']","power bi, tableau"
Data Analyst,Ibm,Chicago,"['Tableau', 'SQL', 'Power BI']","We are looking for a Data Analyst with experience in SQL, Power BI, Tableau.","['power bi', 'sql', 'tableau']","power bi, sql, tableau"
Data Analyst,Amazon,Miami,"['SQL', 'Power BI', 'Excel']","We are looking for a Data Analyst with experience in SQL, Power BI, Excel.","['excel', 'power bi', 'sql']","excel, power bi, sql"
Data Engineer,Amazon,Austin,"['Python', 'Airflow', 'AWS']","We are looking for a Data Engineer with experience in Python, Airflow, AWS.","['airflow', 'aws', 'python']","airflow, aws, python"
Data Scientist,Ibm,Miami,"['SQL', 'Machine Learning', 'Statistics', 'Pandas']","We are looking for a Data Scientist with experience in Pandas, Machine Learning, SQL.","['machine learning', 'pandas', 'sql', 'statistics']","machine learning, pandas, sql, statistics"
Business Analyst,Facebook,Seattle,"['Power BI', 'Project Management', 'SQL', 'Business Analysis']","We are looking for a Business Analyst with experience in Business Analysis, SQL, Power BI.","['business analysis', 'power bi', 'project management', 'sql']","business analysis, power bi, project management, sql"
Data Engineer,Ey,Denver,"['AWS', 'SQL', 'Python']","We are looking for a Data Engineer with experience in Python, SQL, AWS.","['aws', 'python', 'sql']","aws, python, sql"
Bi Developer,Facebook,Chicago,"['Tableau', 'Data Warehousing', 'SQL', 'ETL']","We are looking for a BI Developer with experience in Data Warehousing, Tableau, SQL.","['data warehousing', 'etl', 'sql', 'tableau']","data warehousing, etl, sql, tableau"
Data Analyst,Uber,New York,"['SQL', 'Python', 'Excel', 'Power BI', 'Tableau']","We are looking for a Data Analyst with experience in Tableau, Python, SQL.","['excel', 'power bi', 'python', 'sql', 'tableau']","excel, power bi, python, sql, tableau"
Analytics Consultant,Accenture,Seattle,"['Client Communication', 'SQL', 'Excel', 'Python']","We are looking for a Analytics Consultant with experience in Client Communication, SQL, Excel.","['client communication', 'excel', 'python', 'sql']","client communication, excel, python, sql"
Analytics Consultant,Salesforce,Boston,"['Excel', 'Python', 'SQL', 'Client Communication', 'Power BI']","We are looking for a Analytics Consultant with experience in Client Communication, Power BI, SQL.","['client communication', 'excel', 'power bi', 'python', 'sql']","client communication, excel, power bi, python, sql"
Business Analyst,Amazon,Chicago,"['SQL', 'Excel', 'Project Management']","We are looking for a Business Analyst with experience in Project Management, SQL, Excel.","['excel', 'project management', 'sql']","excel, project management, sql"
Machine Learning Engineer,Facebook,Miami,"['Machine Learning', 'AWS', 'TensorFlow', 'PyTorch', 'Python']","We are looking for a Machine Learning Engineer with experience in PyTorch, AWS, Machine Learning.","['aws', 'machine learning', 'python', 'pytorch', 'tensorflow']","aws, machine learning, python, pytorch, tensorflow"
Ai Engineer,Amazon,Atlanta,"['NLP', 'AWS']","We are looking for a AI Engineer with experience in AWS, NLP.","['aws', 'nlp']","aws, nlp"
Ai Engineer,Microsoft,New York,"['Python', 'PyTorch', 'Deep Learning', 'AWS']","We are looking for a AI Engineer with experience in PyTorch, Deep Learning, AWS.","['aws', 'deep learning', 'python', 'pytorch']","aws, deep learning, python, pytorch"
Data Analyst,Ibm,Chicago,"['Python', 'Power BI', 'SQL', 'Tableau']","We are looking for a Data Analyst with experience in SQL, Power BI, Tableau.","['power bi', 'python', 'sql', 'tableau']","power bi, python, sql, tableau"
Data Analyst,Deloitte,Denver,"['Power BI', 'SQL']","We are looking for a Data Analyst with experience in Power BI, SQL.","['power bi', 'sql']","power bi, sql"
Ai Engineer,Google,Miami,"['PyTorch', 'NLP', 'AWS']","We are looking for a AI Engineer with experience in NLP, PyTorch, AWS.","['aws', 'nlp', 'pytorch']","aws, nlp, pytorch"
Bi Developer,Facebook,Miami,"['Power BI', 'Tableau']","We are looking for a BI Developer with experience in Tableau, Power BI.","['power bi', 'tableau']","power bi, tableau"
Bi Developer,Facebook,Miami,"['Data Warehousing', 'Tableau', 'Power BI']","We are looking for a BI Developer with experience in Power BI, Data Warehousing, Tableau.","['data warehousing', 'power bi', 'tableau']","data warehousing, power bi, tableau"
Business Analyst,Microsoft,Los Angeles,"['Excel', 'SQL', 'Project Management']","We are looking for a Business Analyst with experience in SQL, Project Management, Excel.","['excel', 'project management', 'sql']","excel, project management, sql"
Data Scientist,Amazon,Los Angeles,"['Python', 'Statistics', 'SQL']","We are looking for a Data Scientist with experience in Statistics, SQL, Python.","['python', 'sql', 'statistics']","python, sql, statistics"
Analytics Consultant,Ey,Denver,"['SQL', 'Client Communication', 'Excel']","We are looking for a Analytics Consultant with experience in SQL, Client Communication, Excel.","['client communication', 'excel', 'sql']","client communication, excel, sql"
Data Analyst,Deloitte,Miami,"['Tableau', 'Excel', 'SQL', 'Python']","We are looking for a Data Analyst with experience in Tableau, Python, Excel.","['excel', 'python', 'sql', 'tableau']","excel, python, sql, tableau"
Business Analyst,Amazon,Denver,"['Project Management', 'SQL', 'Excel']","We are looking for a Business Analyst with experience in Project Management, SQL, Excel.","['excel', 'project management', 'sql']","excel, project management, sql"
Machine Learning Engineer,Deloitte,Atlanta,"['Python', 'AWS', 'TensorFlow', 'Machine Learning', 'PyTorch']","We are looking for a Machine Learning Engineer with experience in AWS, TensorFlow, Python.","['aws', 'machine learning', 'python', 'pytorch', 'tensorflow']","aws, machine learning, python, pytorch, tensorflow"
